n,positive_rate,auroc,aupr,macro_f1,balanced_accuracy,sensitivity_at_specificity_0_90,ece,brier,dataset,role,threshold,temperature,bias
516,0.625968992248062,0.5366062978231926,0.6790660498879304,0.39990506329113923,0.519867177850142,0.1609907120743034,0.22558341268842674,0.28499469693082113,IDRiD,target,0.4010364229230885,20.0,-0.39999999999999947
