dataset,role,n,positive_rate,auroc,aupr,macro_f1,balanced_accuracy,sensitivity_at_specificity_0_90,ece,brier
IDRiD,target,516,0.625968992248062,0.5366062978231926,0.6790660498879304,0.27221438645980256,0.5,0.1609907120743034,0.1452385974369308,0.25490339655239536
