dataset,role,n,positive_rate,auroc,aupr,macro_f1,balanced_accuracy,sensitivity_at_specificity_0_90,ece,brier
APTOS2019,source,3662,0.4060622610595303,0.4855965494051898,0.4038421047058718,0.3878631927397648,0.4950042127557606,0.10221923335574983,0.0838200001687967,0.2500841154947459
