dataset,role,n,positive_rate,auroc,aupr,macro_f1,balanced_accuracy,sensitivity_at_specificity_0_90,ece,brier,threshold,temperature,bias
APTOS2019,source,3662,0.4060622610595303,0.9359787893544821,0.9008884237154238,0.8606085354776019,0.8671885845913627,0.7975790181573639,0.01951473607436145,0.09912229613933236,0.41874897857038296,1.1204854008908787,-0.2999999999999998
